date,Temp_C,Precip_mm,NDVI,RVI,VH
2015-04-01,10.962688392107287,104.50903803055701,,,
2015-05-01,13.112139005860096,188.24094005605443,,2.3446575009862265,-20.28477478959932
2015-06-01,21.125314366309496,83.89694446306929,,2.3333329701895744,-19.735868740776308
2015-07-01,23.45371215661067,114.93523391677468,,2.3565305058881294,-20.161084292589106
2015-08-01,22.260337434399137,122.72890661660459,,2.388435209109381,-20.18493098161594
2015-09-01,20.97995991669036,64.57650935595235,,2.385053102934049,-21.863515476479456
2015-10-01,12.897676648359743,52.579008809130656,,2.495204698877244,-23.663573653517354
2015-11-01,4.612333058725016,63.247364029172275,0.23953055075376672,2.5791503194164602,-25.53979033954265
2015-12-01,-1.3401052262082598,22.299851739494954,0.21900963988879477,2.5194831438543996,-28.04682232292635
2016-01-01,-1.4164904740438093,11.72034287648876,0.19824297545559302,2.5206265720443217,-26.426748768934395
2016-02-01,1.6342045741310374,36.71524671933621,0.19675514128911703,2.5293496564844764,-24.348967149660478
2016-03-01,7.4129590731353,35.27945986428305,0.1970731260788699,2.490631563938388,-22.850499829235535
2016-04-01,10.394688476396304,184.65029787624715,0.223462177998876,2.3890368648754063,-20.893231971859333
2016-05-01,14.010196405982226,90.53678596323398,0.34098535090392434,2.369194883082077,-21.9860424534165
2016-06-01,23.26504044501612,94.33629093145147,0.46235365469447876,2.331167235151107,-21.057792897353707
2016-07-01,23.966383503128323,117.15495578303839,0.3808850785884531,2.320907616109736,-21.008199615571
2016-08-01,22.400726140581476,39.74930845042892,0.22357130436838013,2.2958662241995142,-21.550224660213956
2016-09-01,19.431964881099148,22.387176098063804,0.36518829576380135,2.374076243439212,-22.320221699108174
2016-10-01,14.178788263480595,28.465957442224013,0.3083569413284084,2.4145181844721453,-25.182269191365357
2016-11-01,7.507332232124166,20.72615155081679,0.27608436687441046,2.4579164316166078,-26.95642792322224
2016-12-01,-2.7604120112882775,9.338410682536097,0.2504385064378601,2.5081436321276067,-29.778195765066393
2017-01-01,-2.877933329984933,31.649408428274555,0.06362677530481045,2.5945999997528295,-26.569362563313916
2017-02-01,2.422619885000329,14.167890853593194,0.14134193761433414,2.592511636934488,-24.155608385558885
2017-03-01,6.4110456678280965,66.77327133850505,0.1057395309728072,2.4784446887049887,-23.779927597181924
2017-04-01,10.494690036632422,77.33178661625226,0.20447379600933233,2.428871703898522,-24.52782841322485
2017-05-01,14.443234854739826,107.69236672113944,0.3430544975036216,2.4082232818648657,-22.2790431845333
2017-06-01,23.059147260761492,20.391673425115012,0.38725378692129947,2.3573455676513673,-21.906362920436447
2017-07-01,25.927539742100045,65.36618825257122,0.3623680376060885,2.344962695408008,-22.762755497240093
2017-08-01,21.11882467279149,133.8111361194512,0.39796342274409907,2.381055403818234,-22.13810925163087
2017-09-01,19.527075880595042,106.1325392438774,0.42625575272882543,2.3399312945319903,-22.791203574247547
2017-10-01,10.63679321155554,78.17579930519757,0.32224961618615866,2.3774892761802757,-23.95709001219624
2017-11-01,4.770812869535314,8.038560392403818,0.21177317460388037,2.40458604354914,-26.309033237339897
2017-12-01,-1.7877364962708509,14.11619969376228,0.19913299072724455,2.3990472022014258,-28.150266050101486
2018-01-01,-4.20780312763544,32.246384674670466,0.12645518161121488,2.4851931137267647,-24.73044841373582
2018-02-01,-3.873794130544344,21.133517765118135,0.06310622431695659,2.513994019371399,-23.73549486305642
2018-03-01,4.120260331718696,25.422805718589984,0.14974002484607082,2.5186565605182722,-25.41628963019746
2018-04-01,5.348207264669606,60.689461006980274,0.15332237592412937,2.5086011313110346,-26.858800571851646
2018-05-01,17.47140944327884,148.14945433729957,0.32966641386226053,2.4499204703682596,-23.075478509286533
2018-06-01,22.959039119263384,102.74616151936871,0.551863511943507,2.365936586754115,-22.022265258841255
2018-07-01,23.765966158132397,113.8997930738106,0.44255822454513666,2.40855221217122,-21.292716624271605
2018-08-01,22.733400504015552,37.72157101196506,0.38737756767702475,2.350302691119708,-22.612885249859673
2018-09-01,19.13883470885169,65.91685853101586,0.34179058327487444,2.366676265421694,-23.89374978335504
2018-10-01,8.660775526747704,79.34986775006594,0.27252768015034384,2.418361512593368,-24.085959562041253
2018-11-01,1.4832112897652903,27.059878110175227,0.12762590975973034,2.5353649828778066,-27.793891937586043
2018-12-01,-3.6729585381607577,62.54138352167747,0.034634674596660635,2.575108245196163,-26.3177718446122
2019-01-01,-2.033417320066462,5.501308715058643,0.02786192823631941,2.581328847340057,-28.25275532862611
2019-02-01,-7.041293268996216,27.218534180199818,0.09441617434706373,2.5563533696460117,-29.249666059957622
2019-03-01,-0.3861750109980175,91.60164254224917,0.16026558503907062,2.601615051861918,-26.837360556721507
2019-04-01,9.305368323781154,50.30781342626098,0.16071564949134884,2.539466888611316,-26.79578213390629
2019-05-01,12.430665369309303,176.0019084519545,0.282270271057154,2.4144696390795706,-23.43415979305451
2019-06-01,20.004292800587525,116.21326443857916,0.4888704115487887,2.404814626726491,-21.563301779557502
2019-07-01,24.462716723608388,119.27754843034081,0.4628399120936137,2.364243265669912,-21.81806870876002
2019-08-01,22.477245232527626,140.56958837588337,0.5241770199823013,2.3756005582071436,-21.51675372958355
2019-09-01,21.350420615817487,26.21631956850578,0.4839846799973343,2.372810554727489,-22.618165314275064
2019-10-01,7.64349789972728,22.671803076582474,0.32487272975748516,2.419666518500161,-25.542114539532665
2019-11-01,2.7416690292026202,37.578085040231755,0.17613881097321651,2.4826146549312456,-29.813309287174892
2019-12-01,-0.5938205990357784,30.56582934234445,0.09038398878600037,2.465681896889031,-23.736847620949593
2020-01-01,-0.9778732970251759,8.99437299380151,0.13957849155778596,2.5188147256845013,-26.572161037836217
2020-02-01,-0.1408636869404975,16.07092284323097,0.1537250860941391,2.504849720489835,-27.349293547752755
2020-03-01,5.463988181332781,67.10521397724455,0.18181776853424705,2.548358095349274,-27.000992424240412
2020-04-01,8.482793130562998,26.024849858898488,0.1735754086965461,2.5240136201856127,-26.310886009937345
2020-05-01,14.142359726898004,95.30931613140339,0.2603415817610768,2.4060344810167558,-24.33442836735916
2020-06-01,24.102842160293502,65.45626671758345,0.42280905086311665,2.3576231394283123,-23.08055573367416
2020-07-01,25.586562176325817,48.54831189049975,0.43407392271572426,2.3891063081316135,-22.788226920162902
2020-08-01,25.07931808318869,22.51634924961437,0.3418660639329345,2.3665199097688157,-23.36810874241051
2020-09-01,19.090065901962006,23.0313955968362,0.3182195678103359,2.3558183142437903,-25.627775260010836
2020-10-01,9.452958405551215,18.3393475603931,0.251966034887382,2.3965493758372145,-26.303024837105216
2020-11-01,7.0221314047853145,32.840622920998655,0.22574887729056953,2.4539890718617516,-28.725053216633594
2020-12-01,0.807807107065262,28.554380350554705,0.09191368962083205,2.4925749296830335,-28.16111508270717
2021-01-01,-1.2769816454557992,15.997733507715699,0.11250725625554213,2.5053867257683726,-27.477007982462833
2021-02-01,-8.73590152685268,22.648464045218425,0.06636119180920098,2.4630024962329466,-28.131222404312517
2021-03-01,5.881915230329821,96.3243531541666,0.15034743277539828,2.5446744336782787,-26.73090096805983
2021-04-01,9.120036828799469,40.41375674629336,0.16617787578031593,2.467314364157692,-26.76964858067095
2021-05-01,15.428002262119518,96.35837310785172,0.29823195086195825,2.4342097969810936,-23.47661543196688
2021-06-01,23.53338284974942,44.53082262725344,0.42697420617586956,2.349312839661392,-22.789689459020167
2021-07-01,25.429621160202803,30.026483968440026,0.37970978545915685,2.351549303943161,-23.05206697617713
2021-08-01,25.45894183688696,28.38384574427082,0.39200840627586564,2.3395725608362965,-23.631303633535804
2021-09-01,21.555108735909414,55.19521600458209,0.4330713783308701,2.3544875536696326,-23.506488972706116
2021-10-01,12.591871554402664,37.20412770474867,0.32248611465555654,2.4277073376851095,-25.220556878515456
2021-11-01,6.9659465342669415,8.98133220944743,0.24433295345464448,2.488978334184634,-27.179410487931353
2021-12-01,2.027837902747122,6.535456769633529,0.18530392126341796,2.494470869486198,-28.456760398153616
2022-01-01,-1.755493693567872,12.023808086486198,0.21956787632362887,2.4671587010780582,-29.3472697414071
2022-02-01,-0.937808179383384,6.191724844812733,0.19905664635229695,2.3887157877784237,-30.36653799394066
2022-03-01,4.317230224882853,22.2992864831128,0.1153875753946488,2.4551245899684204,-26.835223182339302
2022-04-01,9.944961542981407,32.38877274988769,0.18580203590289285,2.3697352731944976,-26.667301940072846
2022-05-01,15.52173224305797,106.55971462054269,0.30125275761955705,2.3847089721451917,-23.60165457393022
2022-06-01,23.485319051090173,48.84998684799175,0.3878060205870453,2.353507825018237,-22.181641772213442
2022-07-01,26.39659340220065,54.405288331626906,0.3851324385601246,2.3706077511803434,-21.80274865776025
2022-08-01,25.71602340804409,27.234681737052966,0.32410489212261,2.345159041952756,-24.098192268404503
2022-09-01,20.96797811535607,34.55667973567326,0.2974709507895058,2.3771753485562184,-24.667372466187363
2022-10-01,12.922230427432579,9.474014954115901,0.2687711712287997,2.355653100960307,-26.10383782920759
2022-11-01,2.7835554570549426,7.835698525282972,0.22448798425305902,2.358682736363007,-28.384360010475273
2022-12-01,-3.474014779850297,35.67350203850346,0.15081188726674047,2.4229173173155325,-27.30671383970387
2023-01-01,-5.918180737769862,74.07686657544937,-0.014455706853125149,2.5268855045958665,-23.0779272940753
2023-02-01,-2.8221381709243736,12.742778407992597,0.037783876892852224,2.5262121392969696,-25.116828723587435
2023-03-01,0.9252716018448558,25.34778479078853,0.15297429115592923,2.481162081030755,-27.44614494392559
2023-04-01,9.811415286660479,7.543480478112466,0.15085745806322792,2.3841922093680834,-26.83050428679289
2023-05-01,16.61156104237227,139.96892093388604,0.29569667311643566,2.3926119545467643,-22.37712867694174
2023-06-01,20.63332007859841,101.47840040285318,0.4699799630348918,2.375205535130044,-21.089399000794646
2023-07-01,23.53358152069023,70.87167021546155,0.5333101320869531,2.377571741208533,-20.281858578082712
2023-08-01,24.855604065169846,44.4959905867401,0.4934838988582127,2.3476041488443977,-20.140020845714222
2023-09-01,20.520660303585434,99.14100172979903,0.43451791668845235,2.3738001625012886,-23.22640357959016
2023-10-01,10.885564337482512,59.93789733265242,0.3406609628027805,2.410565042567884,-24.678274194590806
2023-11-01,5.392851185800746,19.200196779422278,0.20816002160511154,2.4979738133898355,-30.21395079960404
2023-12-01,0.734305827739819,44.12239511685798,0.17661548535146332,2.5161783117254797,-29.129039498033805
2024-01-01,-6.515235050562515,18.89735521058674,0.0976761113783744,2.5775693841867677,-27.192263524951947
2024-02-01,3.2256077779615815,29.580769076803538,0.18389096223334567,2.537882544457389,-27.846395206938734
2024-03-01,4.074990063063504,34.591664893676246,0.14008161916003498,2.562683120636324,-28.81724200959563
2024-04-01,10.184807383435508,52.52947232879701,0.19671394565278583,2.4877993910916003,-26.414192186875237
2024-05-01,15.393573437842969,134.80060356988426,0.3502593125914874,2.402550900970326,-22.78871978821521
2024-06-01,22.67321652707038,58.433148182395804,0.42710041059615705,2.368054684262698,-20.57431872665979
2024-07-01,24.222343245732915,48.430771630904026,0.5108997546888093,2.3519480134409845,-21.200964459349876
2024-08-01,23.4950817832006,63.312226915391896,0.4414060266186802,2.3481298025142476,-21.697587990649318
2024-09-01,21.628242976153366,17.838762269004874,0.35001911015090764,2.3730021354871083,-24.778195106166542
